Gateway Name,Gateway SN,Gateway IP Address,Gateway MAC Address,Device Name,Device Local ID,Device Type ID,Device Type Name,Logging Interval,Historical Intervals
Schneider Gateway,53005961,192.168.0.111,00:80:67:82:4B:6B,bcpm,1,150,BCPM-Model A,5,0

,,,Topic ID 1,Topic ID 2,Topic ID 3,Topic ID 4,Topic ID 5,Topic ID 6,Topic ID 7,Topic ID 8,Topic ID 9,Topic ID 10,Topic ID 11,Topic ID 12,Topic ID 13,Topic ID 14,Topic ID 15,Topic ID 16,Topic ID 17,Topic ID 18,Topic ID 19,Topic ID 20,Topic ID 21,Topic ID 22,Topic ID 23,Topic ID 24
,,,1621,1021,1621,1042,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621

Error,UTC Offset (Minutes),Local Time Stamp,Auxillary Real Energy (kWh),Auxillary Voltage L-N Avg,Microwave Real Energy (kWh),Exterior Lights Real Power Total (kW),Range 1 Real Energy (kWh),Bedroom Real Energy (kWh),Range 2 Real Energy (kWh),Flex Room Real Energy (kWh),Water Heater 1 Real Energy (kWh),Great Room Real Energy (kWh),water Heater 2 Real Energy (kWh),Interior Lights Real Energy (kWh),Dryer 1 Real Energy (kWh),Exterior Lights Real Energy (kWh),Dryer 2 Real Energy (kWh),CERV Real Energy (kWh),Bathroom Real Energy (kWh),Washing Machine Real Energy (kWh),Kitchen 1 Real Energy (kWh),Inverter 1 Real Energy (kWh),Kitchen 2 Real Energy (kWh),Fridge Real Energy (kWh),Inverter 2 Real Energy (kWh),Dishwasher Real Energy (kWh)
0,-360,2011-09-20 15:20:00,.271,120.0,.168,0,0.083,0.017,0.086,.530,1.513,.334,1.519,.662,0,.142,0,2.102,0000.000,0,.332,0,.166,.466,0,0
0,-360,2011-09-20 15:25:00,.355,120.1,.168,0,0.083,0.017,0.086,.534,1.513,.334,1.519,.662,0,.142,0,2.112,0000.000,0,.334,0,.166,.466,0,0
0,-360,2011-09-20 15:55:00,.770,120.0,.168,0,0.083,0.017,0.086,.548,1.513,.334,1.519,.662,0,.142,0,2.144,0000.000,0,.339,0,.166,.466,0,0
0,-360,2011-09-20 16:00:00,.850,120.1,.168,0,0.083,0.017,0.086,.550,1.513,.334,1.519,.662,0,.142,0,2.157,0000.000,0,.341,0,.166,.466,0,0
0,-360,2011-09-20 16:05:00,.931,120.1,.168,0,0.083,0.017,0.086,.552,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.343,0,.166,.466,0,0
0,-360,2011-09-20 16:10:00,1.002,120.1,.168,0,0.083,0.017,0.086,.554,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.345,0,.166,.466,0,0
0,-360,2011-09-20 16:15:00,1.075,119.9,.168,0,0.083,0.017,0.086,.556,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.346,0,.166,.466,0,0
0,-360,2011-09-20 16:20:00,1.156,120.1,.168,0,0.083,0.017,0.086,.558,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.348,0,.166,.466,0,0
0,-360,2011-09-20 16:25:00,1.251,119.8,.168,0,0.083,0.017,0.086,.560,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.350,0,.166,.466,0,0
0,-360,2011-09-20 16:30:00,1.340,120.0,.168,0,0.083,0.017,0.086,.562,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.352,0,.166,.466,0,0
0,-360,2011-09-20 16:35:00,1.432,120.1,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.353,0,.166,.466,0,0
0,-360,2011-09-20 16:40:00,1.514,120.0,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.355,0,.166,.466,0,0
0,-360,2011-09-20 16:45:00,1.601,120.0,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.357,0,.166,.466,0,0
0,-360,2011-09-20 16:50:00,1.679,120.0,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.359,0,.166,.466,0,0
0,-360,2011-09-20 16:55:00,1.747,120.0,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.360,0,.166,.466,0,0
0,-360,2011-09-20 17:00:00,1.790,119.9,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.362,0,.166,.466,0,0
0,-360,2011-09-20 17:05:00,1.822,119.7,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.364,0,.166,.466,0,0
0,-360,2011-09-20 17:10:00,1.877,119.7,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.366,0,.166,.466,0,0
0,-360,2011-09-20 17:15:00,1.944,119.9,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.367,0,.166,.466,0,0
0,-360,2011-09-20 17:20:00,2.008,120.0,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.369,0,.166,.466,0,0
0,-360,2011-09-20 17:25:00,2.066,119.9,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.371,0,.166,.466,0,0
0,-360,2011-09-20 17:30:00,2.104,119.7,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.373,0,.166,.466,0,0
0,-360,2011-09-20 17:35:00,2.135,120.0,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.375,0,.166,.466,0,0
0,-360,2011-09-20 17:40:00,2.168,119.9,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.376,0,.166,.466,0,0
0,-360,2011-09-20 17:45:00,2.210,120.0,.168,0,0.083,0.017,0.086,.563,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.378,0,.166,.466,0,0
0,-360,2011-09-20 17:50:00,2.265,119.8,.168,0,0.083,0.017,0.086,.564,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.380,0,.166,.466,0,0
0,-360,2011-09-20 17:55:00,2.305,120.0,.168,0,0.083,0.017,0.086,.564,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.382,0,.166,.466,0,0
0,-360,2011-09-20 18:00:00,2.336,119.8,.168,0,0.083,0.017,0.086,.565,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.383,0,.166,.466,0,0
0,-360,2011-09-20 18:05:00,2.365,120.1,.168,0,0.083,0.017,0.086,.565,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.385,0,.166,.466,0,0
0,-360,2011-09-20 18:10:00,2.409,120.1,.168,0,0.083,0.017,0.086,.566,1.513,.334,1.519,.662,0,.142,0,2.196,0000.000,0,.387,0,.166,.466,0,0
0,-360,2011-09-20 18:15:00,2.455,120.0,.168,0,0.083,0.017,0.086,.566,1.513,.335,1.519,.662,0,.142,0,2.196,0000.000,0,.389,0,.166,.466,0,0
0,-360,2011-09-20 18:20:00,2.486,120.1,.168,0,0.083,0.017,0.086,.567,1.513,.335,1.519,.662,0,.142,0,2.196,0000.000,0,.390,0,.166,.466,0,0
0,-360,2011-09-20 18:25:00,2.516,120.1,.168,0,0.083,0.017,0.086,.568,1.513,.336,1.519,.662,0,.142,0,2.196,0000.000,0,.392,0,.166,.466,0,0
0,-360,2011-09-20 18:30:00,2.533,120.0,.168,0,0.083,0.017,0.086,.568,1.513,.337,1.519,.662,0,.142,0,2.196,0000.000,0,.394,0,.166,.466,0,0
0,-360,2011-09-20 18:35:00,2.547,120.0,.168,0,0.083,0.017,0.086,.569,1.513,.337,1.519,.662,0,.142,0,2.196,0000.000,0,.396,0,.166,.466,0,0
0,-360,2011-09-20 18:40:00,2.554,119.9,.168,0,0.083,0.017,0.086,.569,1.513,.338,1.519,.662,0,.142,0,2.196,0000.000,0,.397,0,.166,.466,0,0
0,-360,2011-09-20 18:45:00,2.558,120.0,.168,0,0.083,0.017,0.086,.570,1.513,.338,1.519,.662,0,.142,0,2.196,0000.000,0,.399,0,.166,.466,0,0
0,-360,2011-09-20 18:50:00,2.558,119.9,.168,0,0.083,0.017,0.086,.570,1.513,.339,1.519,.662,0,.142,0,2.196,0000.000,0,.401,0,.166,.466,0,0
0,-360,2011-09-20 18:55:00,2.558,119.9,.168,0,0.083,0.017,0.086,.570,1.513,.339,1.519,.662,0,.142,0,2.196,0000.000,0,.403,0,.166,.466,0,0
0,-360,2011-09-20 19:00:00,2.558,120.0,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.663,0,.142,0,2.196,0000.000,0,.404,0,.166,.466,0,0
0,-360,2011-09-20 19:05:00,2.558,120.0,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.663,0,.142,0,2.196,0000.000,0,.406,0,.166,.466,0,0
0,-360,2011-09-20 19:10:00,2.558,120.0,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.663,0,.142,0,2.196,0000.000,0,.408,0,.166,.466,0,0
0,-360,2011-09-20 19:15:00,2.558,119.9,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.663,0,.142,0,2.196,0000.000,0,.410,0,.166,.466,0,0
0,-360,2011-09-20 19:20:00,2.558,120.0,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.663,0,.142,0,2.196,0000.000,0,.412,0,.166,.466,0,0
0,-360,2011-09-20 19:25:00,2.558,119.8,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.663,0,.142,0,2.196,0000.000,0,.413,0,.166,.466,0,0
0,-360,2011-09-20 19:30:00,2.558,120.0,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.664,0,.142,0,2.196,0000.000,0,.415,0,.166,.466,0,0
0,-360,2011-09-20 19:35:00,2.558,120.1,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.671,0,.142,0,2.196,0000.000,0,.417,0,.166,.466,0,0
0,-360,2011-09-20 19:40:00,2.558,119.9,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.678,0,.142,0,2.196,0000.000,0,.419,0,.166,.466,0,0
0,-360,2011-09-20 19:45:00,2.558,120.0,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.681,0,.142,0,2.196,0000.000,0,.420,0,.166,.466,0,0
0,-360,2011-09-20 19:50:00,2.558,120.0,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.681,0,.142,0,2.196,0000.000,0,.422,0,.166,.466,0,0
0,-360,2011-09-20 19:55:00,2.558,120.0,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.685,0,.142,0,2.196,0000.000,0,.424,0,.166,.466,0,0
0,-360,2011-09-20 20:00:00,2.558,120.0,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.690,0,.142,0,2.196,0000.000,0,.426,0,.166,.466,0,0
0,-360,2011-09-20 20:05:00,2.558,119.9,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.695,0,.142,0,2.196,0000.000,0,.427,0,.166,.466,0,0
0,-360,2011-09-20 20:10:00,2.558,119.9,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.700,0,.142,0,2.196,0000.000,0,.429,0,.166,.466,0,0
0,-360,2011-09-20 20:15:00,2.558,119.9,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.706,0,.142,0,2.196,0000.000,0,.431,0,.166,.466,0,0
0,-360,2011-09-20 20:20:00,2.558,119.9,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.711,0,.142,0,2.196,0000.000,0,.433,0,.166,.466,0,0
0,-360,2011-09-20 20:25:00,2.558,119.9,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.716,0,.142,0,2.196,0000.000,0,.434,0,.166,.466,0,0
0,-360,2011-09-20 20:30:00,2.558,119.9,.168,0,0.083,0.017,0.086,.570,1.513,.340,1.519,.721,0,.142,0,2.196,0000.000,0,.436,0,.166,.466,0,0
0,-360,2011-09-21 10:05:00,2.573,120.0,.168,0,0.083,0.017,0.086,.572,1.513,.340,1.519,.725,0,.142,0,2.196,0000.000,0,.438,0,.166,.466,0,0
0,-360,2011-09-21 10:10:00,2.629,119.9,.168,0,0.083,0.017,0.086,.580,1.513,.340,1.519,.725,0,.142,0,2.196,0000.000,0,.440,0,.166,.466,0,0
0,-360,2011-09-21 11:00:00,2.821,120.1,.168,0,0.083,0.017,0.086,.588,1.513,.340,1.519,.726,0,.142,0,2.196,0000.000,0,.443,0,.166,.466,0,0000.000
0,-360,2011-09-21 11:05:00,2.962,120.2,.168,0,0.083,0.017,0.086,.591,1.513,.342,1.519,.726,0,.142,0,2.196,0000.000,0,.448,0,.166,.466,0,00.001
0,-360,2011-09-21 11:10:00,3.127,120.2,.168,0,0.083,0.017,0.086,.591,1.513,.348,1.519,.726,0,.142,0,2.196,0000.000,0,.454,0,.166,.466,0,00.002
0,-360,2011-09-21 11:15:00,3.260,120.1,.168,0,0.083,0.017,0.086,.591,1.513,.354,1.519,.727,0,.142,0,2.196,0000.000,0,.459,0,.166,.466,0,00.002
0,-360,2011-09-21 11:20:00,3.385,120.2,.168,0,0.083,0.017,0.086,.591,1.513,.360,1.519,.730,0,.142,0,2.196,0000.000,0,.465,0,.166,.466,0,00.003
0,-360,2011-09-21 11:25:00,3.539,120.1,.168,0,0.083,0.017,0.086,.591,1.513,.365,1.519,.732,0,.142,0,2.196,0000.000,0,.470,0,.166,.466,0,00.003
0,-360,2011-09-21 11:30:00,3.672,120.1,.168,0,0.083,0.017,0.086,.591,1.513,.370,1.519,.735,0,.142,0,2.196,0000.000,0,.476,0,.166,.466,0,00.004
0,-360,2011-09-21 11:35:00,3.796,120.1,.168,0,0.083,0.017,0.086,.591,1.513,.375,1.519,.737,0,.142,0,2.196,0000.000,0,.481,0,.166,.466,0,00.004
0,-360,2011-09-21 11:40:00,3.924,120.1,.168,0,0.083,0.017,0.086,.593,1.513,.376,1.519,.740,0,.142,0,2.196,0000.000,0,.487,0,.166,.466,0,00.005
0,-360,2011-09-21 11:45:00,4.040,120.2,.168,0,0.083,0.017,0.086,.599,1.513,.376,1.519,.742,0,.142,0,2.196,0000.000,0,.492,0,.166,.466,0,00.005
0,-360,2011-09-21 11:50:00,4.128,120.0,.168,0,0.083,0.017,0.086,.605,1.513,.377,1.519,.745,0,.142,0,2.196,0000.000,0,.497,0,.166,.466,0,00.006
0,-360,2011-09-21 11:55:00,4.204,119.7,.168,0,0.083,0.017,0.086,.610,1.513,.377,1.519,.748,0,.144,0,2.196,0000.000,0,.503,0,.166,.466,0,00.006
0,-360,2011-09-21 12:00:00,4.265,119.9,.168,0,0.083,0.017,0.086,.616,1.513,.378,1.519,.753,0,.144,0,2.196,0000.000,0,.508,0,.166,.466,0,0.011
0,-360,2011-09-21 12:05:00,4.372,120.1,.168,0,0.083,0.017,0.086,.621,1.513,.378,1.519,.758,0,.144,0,2.197,0000.000,0,.513,0,.166,.466,0,0.016
0,-360,2011-09-21 12:10:00,4.498,120.2,.168,0,0.083,0.017,0.086,.626,1.513,.379,1.519,.764,0,.144,0,2.198,0000.000,0,.519,0,.166,.466,0,0.017
0,-360,2011-09-21 12:15:00,4.643,119.9,.168,0,0.083,0.017,0.086,.631,1.513,.379,1.519,.767,0,.144,0,2.199,0000.000,0,.524,0,.166,.466,0,0.018
0,-360,2011-09-21 12:20:00,4.789,120.0,.168,0,0.083,0.017,0.086,.635,1.513,.380,1.519,.767,0,.144,0,2.201,0000.000,0,.530,0,.166,.466,0,0.018
0,-360,2011-09-21 12:25:00,4.947,120.1,.168,0,0.083,0.017,0.086,.639,1.513,.382,1.519,.767,0,.144,0,2.202,0000.000,0,.535,0,.166,.466,0,0.019
0,-360,2011-09-21 12:30:00,5.092,120.2,.168,0,0.083,0.017,0.086,.643,1.513,.385,1.519,.767,0,.144,0,2.202,0000.000,0,.540,0,.166,.466,0,0.019
0,-360,2011-09-21 12:35:00,5.217,120.1,.168,0,0.083,0.017,0.086,.647,1.513,.391,1.519,.767,0,.144,0,2.203,0000.000,0,.549,0,.166,.466,0,0.020
0,-360,2011-09-21 12:40:00,5.375,120.2,.168,0,0.083,0.017,0.086,.651,1.513,.396,1.519,.768,0,.144,0,2.204,0000.000,0,.557,0,.166,.466,0,0.021
0,-360,2011-09-21 12:45:00,5.547,120.1,.168,0,0.083,0.017,0.086,.656,1.513,.401,1.519,.768,0,.144,0,2.205,0000.000,0,.566,0,.166,.466,0,0.021
0,-360,2011-09-21 12:50:00,5.785,120.3,.168,0,0.083,0.017,0.086,.660,1.513,.402,1.519,.768,0,.144,0,2.207,0000.000,0,.574,0,.166,.466,0,0.022
0,-360,2011-09-21 12:55:00,6.215,120.7,.168,0,0.083,0.017,0.086,.664,1.513,.409,1.519,.768,0,.144,0,2.209,0000.000,0,.583,0,.166,.466,0,0.022
0,-360,2011-09-21 13:00:00,6.464,120.2,.168,0,0.083,0.017,0.086,.668,1.513,.415,1.519,.768,0,.144,0,2.210,0000.000,0,.591,0,.166,.466,0,0.022
0,-360,2011-09-21 13:05:00,6.625,120.1,.168,0,0.083,0.017,0.086,.671,1.513,.420,1.519,.768,0,.144,0,2.210,0000.000,0,.599,0,.166,.466,0,0.023
0,-360,2011-09-21 13:10:00,6.751,120.1,.168,0,0.083,0.017,0.086,.676,1.513,.424,1.519,.768,0,.144,0,2.211,0000.000,0,.608,0,.166,.466,0,0.023
0,-360,2011-09-21 13:15:00,6.862,120.1,.168,0,0.083,0.017,0.086,.679,1.513,.424,1.519,.768,0,.144,0,2.264,0000.000,0,.616,0,.166,.466,0,0.024
0,-360,2011-09-21 13:20:00,7.026,120.4,.168,0,0.083,0.017,0.086,.683,1.513,.424,1.519,.772,0,.144,0,2.322,0000.000,0,.623,0,.166,.466,0,0.024
0,-360,2011-09-21 13:25:00,7.226,120.3,.168,0,0.083,0.017,0.086,.686,1.513,.424,1.519,.776,0,.144,0,2.381,0000.000,0,.631,0,.166,.466,0,0.025
0,-360,2011-09-21 13:30:00,7.381,120.0,.168,0,0.083,0.017,0.086,.689,1.513,.424,1.519,.779,0,.144,0,2.441,0000.000,0,.638,0,.166,.466,0,0.025
0,-360,2011-09-21 13:35:00,7.499,120.1,.168,0,0.083,0.017,0.086,.693,1.513,.424,1.519,.779,0,.144,0,2.502,0000.000,0,.645,0,.166,.466,0,0.026
0,-360,2011-09-21 13:40:00,7.638,120.0,.168,0,0.083,0.017,0.086,.696,1.513,.424,1.519,.779,0,.144,0,2.564,0000.000,0,.652,0,.166,.466,0,0.026
0,-360,2011-09-21 13:45:00,7.748,120.1,.168,0,0.083,0.017,0.086,.698,1.513,.424,1.519,.779,0,.144,0,2.593,0000.000,0,.658,0,.166,.466,0,0.027
0,-360,2011-09-21 13:50:00,7.869,120.1,.168,0,0.083,0.017,0.086,.701,1.513,.424,1.519,.779,0,.144,0,2.593,0000.000,0,.664,0,.166,.466,0,0.027
0,-360,2011-09-21 13:55:00,8.023,120.3,.168,0,0.083,0.017,0.086,.703,1.513,.424,1.519,.779,0,.144,0,2.593,0000.000,0,.670,0,.166,.466,0,0.028
0,-360,2011-09-21 14:00:00,8.189,120.2,.168,0,0.083,0.017,0.086,.706,1.513,.424,1.519,.780,0,.144,0,2.593,0000.000,0,.676,0,.166,.466,0,0.028
0,-360,2011-09-21 14:05:00,8.360,120.2,.168,0,0.083,0.017,0.086,.708,1.513,.424,1.519,.782,0,.144,0,2.593,0000.000,0,.682,0,.166,.466,0,0.029
0,-360,2011-09-21 14:10:00,8.501,120.1,.168,0,0.083,0.017,0.086,.711,1.513,.424,1.519,.782,0,.144,0,2.593,0000.000,0,.688,0,.166,.466,0,0.029
0,-360,2011-09-21 14:15:00,8.651,120.3,.168,0,0.083,0.017,0.086,.713,1.513,.424,1.519,.782,0,.144,0,2.593,0000.000,0,.694,0,.166,.466,0,0.030
0,-360,2011-09-21 14:20:00,8.834,120.3,.168,0,0.083,0.017,0.086,.716,1.513,.424,1.519,.783,0,.144,0,2.606,0000.000,0,.700,0,.166,.466,0,0.030
0,-360,2011-09-21 14:25:00,9.070,120.2,.168,0,0.083,0.017,0.086,.718,1.513,.424,1.519,.783,0,.144,0,2.631,0000.000,0,.706,0,.166,.466,0,0.030
0,-360,2011-09-21 14:30:00,9.258,120.3,.168,0,0.083,0.017,0.086,.720,1.513,.424,1.519,.786,0,.144,0,2.679,0000.000,0,.712,0,.166,.466,0,0.031
0,-360,2011-09-21 14:35:00,9.415,120.0,.168,0,0.083,0.017,0.086,.722,1.513,.424,1.519,.789,0,.144,0,2.737,0000.000,0,.718,0,.166,.466,0,0.031
0,-360,2011-09-21 14:40:00,9.484,120.1,.168,0,0.083,0.017,0.086,.725,1.513,.424,1.519,.791,0,.144,0,2.799,0000.000,0,.723,0,.166,.466,0,0.031
0,-360,2011-09-21 14:45:00,9.555,120.0,.168,0,0.083,0.017,0.086,.727,1.513,.424,1.519,.794,0,.144,0,2.860,0000.000,0,.728,0,.166,.466,0,0.032
0,-360,2011-09-21 14:50:00,9.598,120.0,.168,0,0.083,0.017,0.086,.729,1.513,.424,1.519,.796,0,.144,0,2.922,0000.000,0,.733,0,.166,.466,0,0.032
0,-360,2011-09-21 14:55:00,9.631,120.0,.168,0,0.083,0.017,0.086,.732,1.513,.429,1.519,.797,0,.144,0,2.929,0000.000,0,.739,0,.166,.466,0,0.033
0,-360,2011-09-21 15:00:00,9.681,119.9,.168,0,0.083,0.017,0.086,.734,1.513,.430,1.519,.806,0,.144,0,2.929,0000.000,0,.744,0,.166,.466,0,0.033
0,-360,2011-09-21 15:05:00,9.782,120.1,.168,0,0.083,0.017,0.086,.736,1.513,.430,1.519,.819,0,.144,0,2.929,0000.000,0,.750,0,.166,.466,0,0.034
0,-360,2011-09-21 15:10:00,9.886,120.0,.168,0,0.083,0.017,0.086,.739,1.513,.435,1.519,.833,0,.144,0,2.929,0000.000,0,.756,0,.166,.466,0,0.034
0,-360,2011-09-21 15:15:00,9.961,120.1,.168,0,0.083,0.017,0.086,.741,1.513,.441,1.519,.847,0,.144,0,2.929,0000.000,0,.761,0,.166,.466,0,0.034
0,-360,2011-09-21 15:20:00,10.041,120.2,.168,0,0.083,0.017,0.086,.743,1.513,.447,1.519,.861,0,.144,0,2.929,0000.000,0,.767,0,.166,.466,0,0.035
0,-360,2011-09-21 15:25:00,10.138,119.9,.168,0,0.083,0.017,0.086,.745,1.513,.453,1.519,.874,0,.144,0,2.929,0000.000,0,.773,0,.166,.466,0,0.035
0,-360,2011-09-21 15:30:00,10.206,120.0,.168,0,0.083,0.017,0.086,.747,1.513,.458,1.519,.888,0,.144,0,2.929,0000.000,0,.779,0,.166,.466,0,0.035
0,-360,2011-09-21 15:35:00,10.286,120.0,.168,0,0.083,0.017,0.086,.750,1.513,.464,1.519,.900,0,.147,0,2.929,0000.000,0,.785,0,.166,.466,0,0.036
0,-360,2011-09-21 15:40:00,10.442,120.1,.168,.10,0.083,0.017,0.086,.752,1.513,.470,1.519,.910,0,.147,0,2.929,0000.000,0,.791,0,.166,.466,0,0.036
0,-360,2011-09-21 15:45:00,10.579,120.0,.168,0,0.083,0.017,0.086,.755,1.513,.476,1.519,.919,0,.147,0,2.929,0000.000,0,.797,0,.166,.466,0,0.036
0,-360,2011-09-21 15:50:00,10.704,120.2,.168,0,0.083,0.017,0.086,.757,1.513,.480,1.519,.927,0,.147,0,2.929,0000.000,0,.802,0,.166,.466,0,0.037
0,-360,2011-09-21 15:55:00,10.865,120.1,.168,0,0.083,0.017,0.086,.759,1.513,.486,1.519,.931,0,.147,0,2.929,0000.000,0,.807,0,.166,.466,0,0.037
0,-360,2011-09-21 16:00:00,10.958,120.1,.168,0,0.083,0.017,0.086,.762,1.513,.491,1.519,.935,0,.147,0,2.929,0000.000,0,.813,0,.166,.466,0,0.037
0,-360,2011-09-21 16:05:00,11.019,120.1,.168,0,0.083,0.017,0.086,.764,1.513,.497,1.519,.939,0,.147,0,2.929,0000.000,0,.818,0,.166,.466,0,0.038
0,-360,2011-09-21 16:10:00,11.078,120.1,.168,0,0.083,0.017,0.086,.766,1.513,.503,1.519,.942,0,.147,0,2.929,0000.000,0,.824,0,.166,.466,0,0.038
0,-360,2011-09-21 16:15:00,11.125,120.1,.168,0,0.083,0.017,0.086,.768,1.513,.508,1.519,.946,0,.147,0,2.929,0000.000,0,.829,0,.166,.466,0,0.039
0,-360,2011-09-21 16:20:00,11.170,120.0,.168,0,0.083,0.017,0.086,.770,1.513,.514,1.519,.950,0,.147,0,2.929,0000.000,0,.835,0,.166,.466,0,0.039
0,-360,2011-09-21 16:25:00,11.219,119.9,.168,0,0.083,0.017,0.086,.773,1.513,.520,1.519,.954,0,.147,0,2.929,0000.000,0,.841,0,.166,.466,0,0.039
0,-360,2011-09-21 16:30:00,11.268,119.9,.168,0,0.083,0.017,0.086,.775,1.513,.525,1.519,.958,0,.147,0,2.929,0000.000,0,.846,0,.166,.466,0,0.040
0,-360,2011-09-21 16:35:00,11.320,120.0,.168,0,0.083,0.017,0.086,.777,1.513,.531,1.519,.961,0,.147,0,2.929,0000.000,0,.852,0,.166,.466,0,0.040
0,-360,2011-09-21 16:40:00,11.370,120.0,.168,0,0.083,0.017,0.086,.779,1.513,.535,1.519,.966,0,.147,0,2.929,0000.000,0,.857,0,.166,.466,0,0.041
0,-360,2011-09-21 16:45:00,11.427,120.0,.168,0,0.083,0.017,0.086,.781,1.513,.541,1.519,.971,0,.147,0,2.929,0000.000,0,.863,0,.166,.466,0,0.041
0,-360,2011-09-21 16:50:00,11.467,120.1,.168,0,0.083,0.017,0.086,.784,1.513,.547,1.519,.977,0,.147,0,2.929,0000.000,0,.869,0,.166,.466,0,0.041
0,-360,2011-09-21 16:55:00,11.498,119.9,.168,0,0.083,0.017,0.086,.786,1.513,.550,1.519,.982,0,.147,0,2.929,0000.000,0,.872,0,.166,.466,0,0.042
0,-360,2011-09-21 17:00:00,11.537,120.0,.168,0,0.083,0.017,0.086,.789,1.513,.551,1.519,.986,0,.147,0,2.929,0000.000,0,.877,0,.166,.466,0,0.042
0,-360,2011-09-21 17:05:00,11.575,119.9,.168,0,0.083,0.017,0.086,.792,1.513,.551,1.519,.988,0,.147,0,2.929,0000.000,0,.883,0,.166,.466,0,0.043
0,-360,2011-09-21 17:10:00,11.595,119.9,.168,0,0.083,0.017,0.086,.794,1.513,.551,1.519,.988,0,.147,0,2.929,0000.000,0,.888,0,.166,.466,0,0.043
0,-360,2011-09-21 17:15:00,11.612,119.9,.168,0,0.083,0.017,0.086,.797,1.513,.551,1.519,.988,0,.147,0,2.929,0000.000,0,.893,0,.166,.466,0,0.043
0,-360,2011-09-21 17:20:00,11.630,120.0,.168,0,0.083,0.017,0.086,.799,1.513,.551,1.519,.988,0,.147,0,2.929,0000.000,0,.898,0,.166,.466,0,0.044
0,-360,2011-09-21 17:25:00,11.646,119.9,.168,0,0.083,0.017,0.086,.801,1.513,.551,1.519,.988,0,.147,0,2.929,0000.000,0,.903,0,.166,.466,0,0.044
0,-360,2011-09-21 17:30:00,11.660,119.9,.168,0,0.083,0.017,0.086,.804,1.513,.551,1.519,.988,0,.147,0,2.929,0000.000,0,.908,0,.166,.466,0,0.044
0,-360,2011-09-21 17:35:00,11.674,120.0,.168,0,0.083,0.017,0.086,.808,1.513,.551,1.519,.988,0,.147,0,2.930,0000.000,0,.913,0,.166,.466,0,0.044
