Gateway Name,Gateway SN,Gateway IP Address,Gateway MAC Address,Device Name,Device Local ID,Device Type ID,Device Type Name,Logging Interval,Historical Intervals
Schneider Gateway,53005961,192.168.0.111,00:80:67:82:4B:6B,bcpm,1,150,BCPM-Model A,5,0

,,,Topic ID 1,Topic ID 2,Topic ID 3,Topic ID 4,Topic ID 5,Topic ID 6,Topic ID 7,Topic ID 8,Topic ID 9,Topic ID 10,Topic ID 11,Topic ID 12,Topic ID 13,Topic ID 14,Topic ID 15,Topic ID 16,Topic ID 17,Topic ID 18,Topic ID 19,Topic ID 20,Topic ID 21,Topic ID 22,Topic ID 23,Topic ID 24
,,,1621,1021,1621,1042,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621

Error,UTC Offset (Minutes),Local Time Stamp,Auxillary Real Energy (kWh),Auxillary Voltage L-N Avg,Microwave Real Energy (kWh),Exterior Lights Real Power Total (kW),Range 1 Real Energy (kWh),Bedroom Real Energy (kWh),Range 2 Real Energy (kWh),Flex Room Real Energy (kWh),Water Heater 1 Real Energy (kWh),Great Room Real Energy (kWh),water Heater 2 Real Energy (kWh),Interior Lights Real Energy (kWh),Dryer 1 Real Energy (kWh),Exterior Lights Real Energy (kWh),Dryer 2 Real Energy (kWh),CERV Real Energy (kWh),Bathroom Real Energy (kWh),Washing Machine Real Energy (kWh),Kitchen 1 Real Energy (kWh),Inverter 1 Real Energy (kWh),Kitchen 2 Real Energy (kWh),Fridge Real Energy (kWh),Inverter 2 Real Energy (kWh),Dishwasher Real Energy (kWh)
0,-360,2011-10-01 01:55:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.495,0,.166,5.106,0,2.373
0,-360,2011-10-01 02:00:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.498,0,.166,5.106,0,2.373
0,-360,2011-10-01 02:05:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.502,0,.166,5.106,0,2.373
0,-360,2011-10-01 02:10:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.505,0,.166,5.106,0,2.373
0,-360,2011-10-01 02:15:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.509,0,.166,5.106,0,2.373
0,-360,2011-10-01 02:20:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.512,0,.166,5.106,0,2.373
0,-360,2011-10-01 02:25:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.515,0,.166,5.106,0,2.373
0,-360,2011-10-01 02:30:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.518,0,.166,5.106,0,2.373
0,-360,2011-10-01 02:35:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.522,0,.166,5.106,0,2.373
0,-360,2011-10-01 02:40:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.526,0,.166,5.106,0,2.373
0,-360,2011-10-01 02:45:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.528,0,.166,5.106,0,2.373
0,-360,2011-10-01 02:50:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.531,0,.166,5.106,0,2.373
0,-360,2011-10-01 02:55:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.535,0,.166,5.106,0,2.373
0,-360,2011-10-01 03:00:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.538,0,.166,5.106,0,2.373
0,-360,2011-10-01 03:05:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.542,0,.166,5.106,0,2.373
0,-360,2011-10-01 03:10:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.544,0,.166,5.106,0,2.373
0,-360,2011-10-01 03:15:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.548,0,.166,5.106,0,2.373
0,-360,2011-10-01 03:20:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.551,0,.166,5.106,0,2.373
0,-360,2011-10-01 03:25:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.555,0,.166,5.106,0,2.373
0,-360,2011-10-01 03:30:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.559,0,.166,5.106,0,2.373
0,-360,2011-10-01 03:35:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.561,0,.166,5.106,0,2.373
0,-360,2011-10-01 03:40:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.564,0,.166,5.106,0,2.373
0,-360,2011-10-01 03:45:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.567,0,.166,5.106,0,2.373
0,-360,2011-10-01 03:50:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.571,0,.166,5.106,0,2.373
0,-360,2011-10-01 03:55:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.575,0,.166,5.106,0,2.373
0,-360,2011-10-01 04:00:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.577,0,.166,5.106,0,2.373
0,-360,2011-10-01 04:05:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.581,0,.166,5.106,0,2.373
0,-360,2011-10-01 04:10:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.584,0,.166,5.106,0,2.373
0,-360,2011-10-01 04:15:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.588,0,.166,5.106,0,2.373
0,-360,2011-10-01 04:20:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.592,0,.166,5.106,0,2.373
0,-360,2011-10-01 04:25:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.594,0,.166,5.106,0,2.373
0,-360,2011-10-01 04:30:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.597,0,.166,5.106,0,2.373
0,-360,2011-10-01 04:35:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.600,0,.166,5.106,0,2.373
0,-360,2011-10-01 04:40:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.604,0,.166,5.106,0,2.373
0,-360,2011-10-01 04:45:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.608,0,.166,5.106,0,2.373
0,-360,2011-10-01 04:50:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.610,0,.166,5.106,0,2.373
0,-360,2011-10-01 04:55:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.614,0,.166,5.106,0,2.373
0,-360,2011-10-01 05:00:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.617,0,.166,5.106,0,2.373
0,-360,2011-10-01 05:05:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.621,0,.166,5.106,0,2.373
0,-360,2011-10-01 05:10:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.623,0,.166,5.106,0,2.373
0,-360,2011-10-01 05:15:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.627,0,.166,5.106,0,2.373
0,-360,2011-10-01 05:20:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.630,0,.166,5.106,0,2.373
0,-360,2011-10-01 05:25:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.633,0,.166,5.106,0,2.373
0,-360,2011-10-01 05:30:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.637,0,.166,5.106,0,2.373
0,-360,2011-10-01 05:35:00,101.659,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.640,0,.166,5.106,0,2.373
0,-360,2011-10-01 05:40:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.643,0,.166,5.106,0,2.373
0,-360,2011-10-01 05:45:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.646,0,.166,5.106,0,2.373
0,-360,2011-10-01 05:50:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.650,0,.166,5.106,0,2.373
0,-360,2011-10-01 05:55:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.654,0,.166,5.106,0,2.373
0,-360,2011-10-01 06:00:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.656,0,.166,5.106,0,2.373
0,-360,2011-10-01 06:05:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.660,0,.166,5.106,0,2.373
0,-360,2011-10-01 06:10:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.663,0,.166,5.106,0,2.373
0,-360,2011-10-01 06:15:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.666,0,.166,5.106,0,2.373
0,-360,2011-10-01 06:20:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.671,0,.166,5.106,0,2.373
0,-360,2011-10-01 06:25:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.673,0,.166,5.106,0,2.373
0,-360,2011-10-01 06:30:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.676,0,.166,5.106,0,2.373
0,-360,2011-10-01 06:35:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.679,0,.166,5.106,0,2.373
0,-360,2011-10-01 06:40:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.683,0,.166,5.106,0,2.373
0,-360,2011-10-01 06:45:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.687,0,.166,5.106,0,2.373
0,-360,2011-10-01 06:50:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.689,0,.166,5.106,0,2.373
0,-360,2011-10-01 06:55:00,101.659,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.693,0,.166,5.106,0,2.373
0,-360,2011-10-01 07:00:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.696,0,.166,5.106,0,2.373
0,-360,2011-10-01 07:05:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.700,0,.166,5.106,0,2.373
0,-360,2011-10-01 07:10:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.704,0,.166,5.106,0,2.373
0,-360,2011-10-01 07:15:00,101.659,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.706,0,.166,5.106,0,2.373
0,-360,2011-10-01 07:20:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.709,0,.166,5.106,0,2.373
0,-360,2011-10-01 07:25:00,101.659,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.712,0,.166,5.106,0,2.373
0,-360,2011-10-01 07:30:00,101.659,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.716,0,.166,5.106,0,2.373
0,-360,2011-10-01 07:35:00,101.660,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.719,0,.166,5.106,0,2.373
0,-360,2011-10-01 07:40:00,101.662,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.722,0,.166,5.106,0,2.373
0,-360,2011-10-01 07:45:00,101.663,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.726,0,.166,5.106,0,2.373
0,-360,2011-10-01 07:50:00,101.663,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.729,0,.166,5.106,0,2.373
0,-360,2011-10-01 07:55:00,101.664,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.733,0,.166,5.106,0,2.373
0,-360,2011-10-01 08:00:00,101.668,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.735,0,.166,5.106,0,2.373
0,-360,2011-10-01 08:05:00,101.676,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.739,0,.166,5.106,0,2.373
0,-360,2011-10-01 08:10:00,101.688,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.742,0,.166,5.106,0,2.373
0,-360,2011-10-01 08:15:00,101.705,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.746,0,.166,5.106,0,2.373
0,-360,2011-10-01 08:20:00,101.722,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.750,0,.166,5.106,0,2.373
0,-360,2011-10-01 08:25:00,101.733,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.752,0,.166,5.106,0,2.373
0,-360,2011-10-01 08:30:00,101.744,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.755,0,.166,5.106,0,2.373
0,-360,2011-10-01 08:35:00,101.757,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.759,0,.166,5.106,0,2.373
0,-360,2011-10-01 08:40:00,101.772,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.762,0,.166,5.106,0,2.373
0,-360,2011-10-01 08:45:00,101.786,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.767,0,.166,5.106,0,2.373
0,-360,2011-10-01 08:50:00,101.801,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.769,0,.166,5.106,0,2.373
0,-360,2011-10-01 08:55:00,101.824,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.772,0,.166,5.106,0,2.373
0,-360,2011-10-01 09:00:00,101.849,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.775,0,.166,5.106,0,2.373
0,-360,2011-10-01 09:05:00,101.875,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.779,0,.166,5.106,0,2.373
0,-360,2011-10-01 09:10:00,101.891,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.783,0,.166,5.106,0,2.373
0,-360,2011-10-01 09:15:00,101.911,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.785,0,.166,5.106,0,2.373
0,-360,2011-10-01 09:20:00,101.931,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.788,0,.166,5.106,0,2.373
0,-360,2011-10-01 09:25:00,101.949,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.792,0,.166,5.106,0,2.373
0,-360,2011-10-01 09:30:00,101.968,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.796,0,.166,5.106,0,2.373
0,-360,2011-10-01 09:35:00,101.987,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.798,0,.166,5.106,0,2.373
0,-360,2011-10-01 09:40:00,102.008,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.802,0,.166,5.106,0,2.373
0,-360,2011-10-01 09:45:00,102.033,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.805,0,.166,5.106,0,2.373
0,-360,2011-10-01 09:50:00,102.064,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.808,0,.166,5.106,0,2.373
0,-360,2011-10-01 09:55:00,102.101,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.812,0,.166,5.106,0,2.373
0,-360,2011-10-01 10:00:00,102.131,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.815,0,.166,5.106,0,2.373
0,-360,2011-10-01 10:05:00,102.164,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.818,0,.166,5.106,0,2.373
0,-360,2011-10-01 10:10:00,102.194,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.821,0,.166,5.106,0,2.373
0,-360,2011-10-01 10:15:00,102.227,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.825,0,.166,5.106,0,2.373
0,-360,2011-10-01 10:20:00,102.260,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.829,0,.166,5.106,0,2.373
0,-360,2011-10-01 10:25:00,102.283,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.832,0,.166,5.106,0,2.373
0,-360,2011-10-01 10:30:00,102.305,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.836,0,.166,5.106,0,2.373
0,-360,2011-10-01 10:35:00,102.325,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.840,0,.166,5.106,0,2.373
0,-360,2011-10-01 10:40:00,102.346,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.844,0,.166,5.106,0,2.373
0,-360,2011-10-01 10:45:00,102.362,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.848,0,.166,5.106,0,2.373
0,-360,2011-10-01 10:50:00,102.376,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.850,0,.166,5.106,0,2.373
0,-360,2011-10-01 10:55:00,102.395,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.853,0,.166,5.106,0,2.373
0,-360,2011-10-01 11:00:00,102.413,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.856,0,.166,5.106,0,2.373
0,-360,2011-10-01 11:05:00,102.433,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.859,0,.166,5.106,0,2.373
0,-360,2011-10-01 11:10:00,102.453,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.862,0,.166,5.106,0,2.373
0,-360,2011-10-01 11:15:00,102.477,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.866,0,.166,5.106,0,2.373
0,-360,2011-10-01 11:20:00,102.503,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.869,0,.166,5.106,0,2.373
0,-360,2011-10-01 11:25:00,102.533,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.872,0,.166,5.106,0,2.373
0,-360,2011-10-01 11:30:00,102.575,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.875,0,.166,5.106,0,2.373
0,-360,2011-10-01 11:35:00,102.617,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.879,0,.166,5.106,0,2.373
0,-360,2011-10-01 11:40:00,102.651,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.882,0,.166,5.106,0,2.373
0,-360,2011-10-01 11:45:00,102.676,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.885,0,.166,5.106,0,2.373
0,-360,2011-10-01 11:50:00,102.697,40.0,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.889,0,.166,5.106,0,2.373
0,-360,2011-10-01 11:55:00,102.715,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.893,0,.166,5.106,0,2.373
0,-360,2011-10-01 12:00:00,102.729,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.898,0,.166,5.106,0,2.373
0,-360,2011-10-01 12:05:00,102.744,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.902,0,.166,5.106,0,2.373
0,-360,2011-10-01 12:10:00,102.759,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.906,0,.166,5.106,0,2.373
0,-360,2011-10-01 12:15:00,102.780,39.8,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.911,0,.166,5.106,0,2.373
0,-360,2011-10-01 12:20:00,102.807,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.916,0,.166,5.106,0,2.373
0,-360,2011-10-01 12:25:00,102.836,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.921,0,.166,5.106,0,2.373
0,-360,2011-10-01 12:30:00,102.870,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.926,0,.166,5.106,0,2.373
0,-360,2011-10-01 12:35:00,102.918,39.9,.400,0,3.006,.752,4.568,12.961,6.805,3.069,6.811,10.384,0,1.181,0,36.643,0000.000,15.743,6.932,0,.166,5.106,0,2.373
